,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
31846,13522178,52821,BANKNIFTY21N1837400CE,BANKNIFTY,0,18-11-2021,37400,0.05,25,CE,NFO-OPT,NFO
31847,13522434,52822,BANKNIFTY21N1837400PE,BANKNIFTY,0,18-11-2021,37400,0.05,25,PE,NFO-OPT,NFO
31848,13523458,52826,BANKNIFTY21N1837500CE,BANKNIFTY,0,18-11-2021,37500,0.05,25,CE,NFO-OPT,NFO
31849,13523714,52827,BANKNIFTY21N1837500PE,BANKNIFTY,0,18-11-2021,37500,0.05,25,PE,NFO-OPT,NFO
31850,13523970,52828,BANKNIFTY21N1837600CE,BANKNIFTY,0,18-11-2021,37600,0.05,25,CE,NFO-OPT,NFO
31851,13524226,52829,BANKNIFTY21N1837600PE,BANKNIFTY,0,18-11-2021,37600,0.05,25,PE,NFO-OPT,NFO
31852,13524482,52830,BANKNIFTY21N1837700CE,BANKNIFTY,0,18-11-2021,37700,0.05,25,CE,NFO-OPT,NFO
31853,13524738,52831,BANKNIFTY21N1837700PE,BANKNIFTY,0,18-11-2021,37700,0.05,25,PE,NFO-OPT,NFO
31854,13524994,52832,BANKNIFTY21N1837800CE,BANKNIFTY,0,18-11-2021,37800,0.05,25,CE,NFO-OPT,NFO
31855,13525250,52833,BANKNIFTY21N1837800PE,BANKNIFTY,0,18-11-2021,37800,0.05,25,PE,NFO-OPT,NFO
31856,13530626,52854,BANKNIFTY21N1837900CE,BANKNIFTY,0,18-11-2021,37900,0.05,25,CE,NFO-OPT,NFO
31857,13530882,52855,BANKNIFTY21N1837900PE,BANKNIFTY,0,18-11-2021,37900,0.05,25,PE,NFO-OPT,NFO
31858,13532162,52860,BANKNIFTY21N1838000CE,BANKNIFTY,0,18-11-2021,38000,0.05,25,CE,NFO-OPT,NFO
31859,13532418,52861,BANKNIFTY21N1838000PE,BANKNIFTY,0,18-11-2021,38000,0.05,25,PE,NFO-OPT,NFO
31860,13533698,52866,BANKNIFTY21N1838100CE,BANKNIFTY,0,18-11-2021,38100,0.05,25,CE,NFO-OPT,NFO
31861,13534722,52870,BANKNIFTY21N1838100PE,BANKNIFTY,0,18-11-2021,38100,0.05,25,PE,NFO-OPT,NFO
31862,13536002,52875,BANKNIFTY21N1838200CE,BANKNIFTY,0,18-11-2021,38200,0.05,25,CE,NFO-OPT,NFO
31863,13536258,52876,BANKNIFTY21N1838200PE,BANKNIFTY,0,18-11-2021,38200,0.05,25,PE,NFO-OPT,NFO
31864,13536514,52877,BANKNIFTY21N1838300CE,BANKNIFTY,0,18-11-2021,38300,0.05,25,CE,NFO-OPT,NFO
31865,13536770,52878,BANKNIFTY21N1838300PE,BANKNIFTY,0,18-11-2021,38300,0.05,25,PE,NFO-OPT,NFO
31866,13537026,52879,BANKNIFTY21N1838400CE,BANKNIFTY,0,18-11-2021,38400,0.05,25,CE,NFO-OPT,NFO
31867,13537282,52880,BANKNIFTY21N1838400PE,BANKNIFTY,0,18-11-2021,38400,0.05,25,PE,NFO-OPT,NFO
31868,13537538,52881,BANKNIFTY21N1838500CE,BANKNIFTY,0,18-11-2021,38500,0.05,25,CE,NFO-OPT,NFO
31869,13537794,52882,BANKNIFTY21N1838500PE,BANKNIFTY,0,18-11-2021,38500,0.05,25,PE,NFO-OPT,NFO
31870,13542914,52902,BANKNIFTY21N1838600CE,BANKNIFTY,0,18-11-2021,38600,0.05,25,CE,NFO-OPT,NFO
31871,13543170,52903,BANKNIFTY21N1838600PE,BANKNIFTY,0,18-11-2021,38600,0.05,25,PE,NFO-OPT,NFO
31872,13562370,52978,BANKNIFTY21N1838700CE,BANKNIFTY,0,18-11-2021,38700,0.05,25,CE,NFO-OPT,NFO
31873,13562626,52979,BANKNIFTY21N1838700PE,BANKNIFTY,0,18-11-2021,38700,0.05,25,PE,NFO-OPT,NFO
31874,13577730,53038,BANKNIFTY21N1838800CE,BANKNIFTY,0,18-11-2021,38800,0.05,25,CE,NFO-OPT,NFO
31875,13577986,53039,BANKNIFTY21N1838800PE,BANKNIFTY,0,18-11-2021,38800,0.05,25,PE,NFO-OPT,NFO
31876,13578242,53040,BANKNIFTY21N1838900CE,BANKNIFTY,0,18-11-2021,38900,0.05,25,CE,NFO-OPT,NFO
31877,13578498,53041,BANKNIFTY21N1838900PE,BANKNIFTY,0,18-11-2021,38900,0.05,25,PE,NFO-OPT,NFO
31878,13587202,53075,BANKNIFTY21N1839000CE,BANKNIFTY,0,18-11-2021,39000,0.05,25,CE,NFO-OPT,NFO
31879,13587458,53076,BANKNIFTY21N1839000PE,BANKNIFTY,0,18-11-2021,39000,0.05,25,PE,NFO-OPT,NFO
31880,13591042,53090,BANKNIFTY21N1839100CE,BANKNIFTY,0,18-11-2021,39100,0.05,25,CE,NFO-OPT,NFO
31881,13591298,53091,BANKNIFTY21N1839100PE,BANKNIFTY,0,18-11-2021,39100,0.05,25,PE,NFO-OPT,NFO
31882,13592578,53096,BANKNIFTY21N1839200CE,BANKNIFTY,0,18-11-2021,39200,0.05,25,CE,NFO-OPT,NFO
31883,13592834,53097,BANKNIFTY21N1839200PE,BANKNIFTY,0,18-11-2021,39200,0.05,25,PE,NFO-OPT,NFO
31884,13594114,53102,BANKNIFTY21N1839300CE,BANKNIFTY,0,18-11-2021,39300,0.05,25,CE,NFO-OPT,NFO
31885,13594370,53103,BANKNIFTY21N1839300PE,BANKNIFTY,0,18-11-2021,39300,0.05,25,PE,NFO-OPT,NFO
31886,13595650,53108,BANKNIFTY21N1839400CE,BANKNIFTY,0,18-11-2021,39400,0.05,25,CE,NFO-OPT,NFO
31887,13595906,53109,BANKNIFTY21N1839400PE,BANKNIFTY,0,18-11-2021,39400,0.05,25,PE,NFO-OPT,NFO
31888,13597698,53116,BANKNIFTY21N1839500CE,BANKNIFTY,0,18-11-2021,39500,0.05,25,CE,NFO-OPT,NFO
31889,13598978,53121,BANKNIFTY21N1839500PE,BANKNIFTY,0,18-11-2021,39500,0.05,25,PE,NFO-OPT,NFO
31890,13599234,53122,BANKNIFTY21N1839600CE,BANKNIFTY,0,18-11-2021,39600,0.05,25,CE,NFO-OPT,NFO
31891,13599490,53123,BANKNIFTY21N1839600PE,BANKNIFTY,0,18-11-2021,39600,0.05,25,PE,NFO-OPT,NFO
31892,13600258,53126,BANKNIFTY21N1839700CE,BANKNIFTY,0,18-11-2021,39700,0.05,25,CE,NFO-OPT,NFO
31893,13600514,53127,BANKNIFTY21N1839700PE,BANKNIFTY,0,18-11-2021,39700,0.05,25,PE,NFO-OPT,NFO
31894,13600770,53128,BANKNIFTY21N1839800CE,BANKNIFTY,0,18-11-2021,39800,0.05,25,CE,NFO-OPT,NFO
31895,13601026,53129,BANKNIFTY21N1839800PE,BANKNIFTY,0,18-11-2021,39800,0.05,25,PE,NFO-OPT,NFO
31896,13601282,53130,BANKNIFTY21N1839900CE,BANKNIFTY,0,18-11-2021,39900,0.05,25,CE,NFO-OPT,NFO
31897,13610242,53165,BANKNIFTY21N1839900PE,BANKNIFTY,0,18-11-2021,39900,0.05,25,PE,NFO-OPT,NFO
31898,13610498,53166,BANKNIFTY21N1840000CE,BANKNIFTY,0,18-11-2021,40000,0.05,25,CE,NFO-OPT,NFO
31899,13618178,53196,BANKNIFTY21N1840000PE,BANKNIFTY,0,18-11-2021,40000,0.05,25,PE,NFO-OPT,NFO
31900,13618434,53197,BANKNIFTY21N1840100CE,BANKNIFTY,0,18-11-2021,40100,0.05,25,CE,NFO-OPT,NFO
31901,13619714,53202,BANKNIFTY21N1840100PE,BANKNIFTY,0,18-11-2021,40100,0.05,25,PE,NFO-OPT,NFO
31902,13619970,53203,BANKNIFTY21N1840200CE,BANKNIFTY,0,18-11-2021,40200,0.05,25,CE,NFO-OPT,NFO
31903,13620226,53204,BANKNIFTY21N1840200PE,BANKNIFTY,0,18-11-2021,40200,0.05,25,PE,NFO-OPT,NFO
31904,13620482,53205,BANKNIFTY21N1840300CE,BANKNIFTY,0,18-11-2021,40300,0.05,25,CE,NFO-OPT,NFO
31905,13620738,53206,BANKNIFTY21N1840300PE,BANKNIFTY,0,18-11-2021,40300,0.05,25,PE,NFO-OPT,NFO
31906,13620994,53207,BANKNIFTY21N1840400CE,BANKNIFTY,0,18-11-2021,40400,0.05,25,CE,NFO-OPT,NFO
31907,13621250,53208,BANKNIFTY21N1840400PE,BANKNIFTY,0,18-11-2021,40400,0.05,25,PE,NFO-OPT,NFO
31908,13622018,53211,BANKNIFTY21N1840500CE,BANKNIFTY,0,18-11-2021,40500,0.05,25,CE,NFO-OPT,NFO
31909,13622274,53212,BANKNIFTY21N1840500PE,BANKNIFTY,0,18-11-2021,40500,0.05,25,PE,NFO-OPT,NFO
31910,13622530,53213,BANKNIFTY21N1840600CE,BANKNIFTY,0,18-11-2021,40600,0.05,25,CE,NFO-OPT,NFO
31911,13622786,53214,BANKNIFTY21N1840600PE,BANKNIFTY,0,18-11-2021,40600,0.05,25,PE,NFO-OPT,NFO
31912,13623042,53215,BANKNIFTY21N1840700CE,BANKNIFTY,0,18-11-2021,40700,0.05,25,CE,NFO-OPT,NFO
31913,13623554,53217,BANKNIFTY21N1840700PE,BANKNIFTY,0,18-11-2021,40700,0.05,25,PE,NFO-OPT,NFO
31914,13623810,53218,BANKNIFTY21N1840800CE,BANKNIFTY,0,18-11-2021,40800,0.05,25,CE,NFO-OPT,NFO
31915,13624066,53219,BANKNIFTY21N1840800PE,BANKNIFTY,0,18-11-2021,40800,0.05,25,PE,NFO-OPT,NFO
31916,13624322,53220,BANKNIFTY21N1840900CE,BANKNIFTY,0,18-11-2021,40900,0.05,25,CE,NFO-OPT,NFO
31917,13624578,53221,BANKNIFTY21N1840900PE,BANKNIFTY,0,18-11-2021,40900,0.05,25,PE,NFO-OPT,NFO
31918,13625346,53224,BANKNIFTY21N1841000CE,BANKNIFTY,0,18-11-2021,41000,0.05,25,CE,NFO-OPT,NFO
31919,13625602,53225,BANKNIFTY21N1841000PE,BANKNIFTY,0,18-11-2021,41000,0.05,25,PE,NFO-OPT,NFO
31920,13626114,53227,BANKNIFTY21N1841100CE,BANKNIFTY,0,18-11-2021,41100,0.05,25,CE,NFO-OPT,NFO
31921,13626370,53228,BANKNIFTY21N1841100PE,BANKNIFTY,0,18-11-2021,41100,0.05,25,PE,NFO-OPT,NFO
31922,13626626,53229,BANKNIFTY21N1841200CE,BANKNIFTY,0,18-11-2021,41200,0.05,25,CE,NFO-OPT,NFO
31923,13626882,53230,BANKNIFTY21N1841200PE,BANKNIFTY,0,18-11-2021,41200,0.05,25,PE,NFO-OPT,NFO
31924,13627138,53231,BANKNIFTY21N1841300CE,BANKNIFTY,0,18-11-2021,41300,0.05,25,CE,NFO-OPT,NFO
31925,13642242,53290,BANKNIFTY21N1841300PE,BANKNIFTY,0,18-11-2021,41300,0.05,25,PE,NFO-OPT,NFO
31926,13642498,53291,BANKNIFTY21N1841400CE,BANKNIFTY,0,18-11-2021,41400,0.05,25,CE,NFO-OPT,NFO
31927,13642754,53292,BANKNIFTY21N1841400PE,BANKNIFTY,0,18-11-2021,41400,0.05,25,PE,NFO-OPT,NFO
31928,13643010,53293,BANKNIFTY21N1841500CE,BANKNIFTY,0,18-11-2021,41500,0.05,25,CE,NFO-OPT,NFO
31929,13645826,53304,BANKNIFTY21N1841500PE,BANKNIFTY,0,18-11-2021,41500,0.05,25,PE,NFO-OPT,NFO
31930,13646082,53305,BANKNIFTY21N1841600CE,BANKNIFTY,0,18-11-2021,41600,0.05,25,CE,NFO-OPT,NFO
31931,13647362,53310,BANKNIFTY21N1841600PE,BANKNIFTY,0,18-11-2021,41600,0.05,25,PE,NFO-OPT,NFO
31932,13647618,53311,BANKNIFTY21N1841700CE,BANKNIFTY,0,18-11-2021,41700,0.05,25,CE,NFO-OPT,NFO
31933,13649922,53320,BANKNIFTY21N1841700PE,BANKNIFTY,0,18-11-2021,41700,0.05,25,PE,NFO-OPT,NFO
31934,9331970,36453,BANKNIFTY21N1841800CE,BANKNIFTY,0,18-11-2021,41800,0.05,25,CE,NFO-OPT,NFO
31935,9333506,36459,BANKNIFTY21N1841800PE,BANKNIFTY,0,18-11-2021,41800,0.05,25,PE,NFO-OPT,NFO
31936,12619522,49295,BANKNIFTY21N1841900CE,BANKNIFTY,0,18-11-2021,41900,0.05,25,CE,NFO-OPT,NFO
31937,12619778,49296,BANKNIFTY21N1841900PE,BANKNIFTY,0,18-11-2021,41900,0.05,25,PE,NFO-OPT,NFO
31938,12621058,49301,BANKNIFTY21N1842000CE,BANKNIFTY,0,18-11-2021,42000,0.05,25,CE,NFO-OPT,NFO
31939,12621314,49302,BANKNIFTY21N1842000PE,BANKNIFTY,0,18-11-2021,42000,0.05,25,PE,NFO-OPT,NFO
31940,12621570,49303,BANKNIFTY21N1842100CE,BANKNIFTY,0,18-11-2021,42100,0.05,25,CE,NFO-OPT,NFO
31941,12621826,49304,BANKNIFTY21N1842100PE,BANKNIFTY,0,18-11-2021,42100,0.05,25,PE,NFO-OPT,NFO
31942,12622082,49305,BANKNIFTY21N1842200CE,BANKNIFTY,0,18-11-2021,42200,0.05,25,CE,NFO-OPT,NFO
31943,12622338,49306,BANKNIFTY21N1842200PE,BANKNIFTY,0,18-11-2021,42200,0.05,25,PE,NFO-OPT,NFO
31944,12547074,49012,BANKNIFTY21DEC24000PE,BANKNIFTY,0,30-12-2021,24000,0.05,25,PE,NFO-OPT,NFO
31945,12547842,49015,BANKNIFTY21DEC27000CE,BANKNIFTY,0,30-12-2021,27000,0.05,25,CE,NFO-OPT,NFO
31946,12548098,49016,BANKNIFTY21DEC27000PE,BANKNIFTY,0,30-12-2021,27000,0.05,25,PE,NFO-OPT,NFO
31947,12548354,49017,BANKNIFTY21DEC28500CE,BANKNIFTY,0,30-12-2021,28500,0.05,25,CE,NFO-OPT,NFO
31948,12548610,49018,BANKNIFTY21DEC28500PE,BANKNIFTY,0,30-12-2021,28500,0.05,25,PE,NFO-OPT,NFO
31949,12548866,49019,BANKNIFTY21DEC30000CE,BANKNIFTY,0,30-12-2021,30000,0.05,25,CE,NFO-OPT,NFO
31950,12549122,49020,BANKNIFTY21DEC30000PE,BANKNIFTY,0,30-12-2021,30000,0.05,25,PE,NFO-OPT,NFO
31951,12549378,49021,BANKNIFTY21DEC31500CE,BANKNIFTY,0,30-12-2021,31500,0.05,25,CE,NFO-OPT,NFO
31952,12549634,49022,BANKNIFTY21DEC31500PE,BANKNIFTY,0,30-12-2021,31500,0.05,25,PE,NFO-OPT,NFO
31953,12549890,49023,BANKNIFTY21DEC33000CE,BANKNIFTY,0,30-12-2021,33000,0.05,25,CE,NFO-OPT,NFO
31954,12550146,49024,BANKNIFTY21DEC33000PE,BANKNIFTY,0,30-12-2021,33000,0.05,25,PE,NFO-OPT,NFO
31955,8968962,35035,BANKNIFTY21DEC33200CE,BANKNIFTY,0,30-12-2021,33200,0.05,25,CE,NFO-OPT,NFO
31956,8969218,35036,BANKNIFTY21DEC33200PE,BANKNIFTY,0,30-12-2021,33200,0.05,25,PE,NFO-OPT,NFO
31957,8969474,35037,BANKNIFTY21DEC33300CE,BANKNIFTY,0,30-12-2021,33300,0.05,25,CE,NFO-OPT,NFO
31958,8970242,35040,BANKNIFTY21DEC33300PE,BANKNIFTY,0,30-12-2021,33300,0.05,25,PE,NFO-OPT,NFO
31959,18392322,71845,BANKNIFTY21DEC33400CE,BANKNIFTY,0,30-12-2021,33400,0.05,25,CE,NFO-OPT,NFO
31960,18392578,71846,BANKNIFTY21DEC33400PE,BANKNIFTY,0,30-12-2021,33400,0.05,25,PE,NFO-OPT,NFO
31961,18392834,71847,BANKNIFTY21DEC33500CE,BANKNIFTY,0,30-12-2021,33500,0.05,25,CE,NFO-OPT,NFO
31962,18393090,71848,BANKNIFTY21DEC33500PE,BANKNIFTY,0,30-12-2021,33500,0.05,25,PE,NFO-OPT,NFO
31963,18393346,71849,BANKNIFTY21DEC33600CE,BANKNIFTY,0,30-12-2021,33600,0.05,25,CE,NFO-OPT,NFO
31964,18393602,71850,BANKNIFTY21DEC33600PE,BANKNIFTY,0,30-12-2021,33600,0.05,25,PE,NFO-OPT,NFO
31965,18393858,71851,BANKNIFTY21DEC33700CE,BANKNIFTY,0,30-12-2021,33700,0.05,25,CE,NFO-OPT,NFO
31966,18394114,71852,BANKNIFTY21DEC33700PE,BANKNIFTY,0,30-12-2021,33700,0.05,25,PE,NFO-OPT,NFO
31967,18394370,71853,BANKNIFTY21DEC33800CE,BANKNIFTY,0,30-12-2021,33800,0.05,25,CE,NFO-OPT,NFO
31968,18394626,71854,BANKNIFTY21DEC33800PE,BANKNIFTY,0,30-12-2021,33800,0.05,25,PE,NFO-OPT,NFO
31969,18394882,71855,BANKNIFTY21DEC33900CE,BANKNIFTY,0,30-12-2021,33900,0.05,25,CE,NFO-OPT,NFO
31970,18400770,71878,BANKNIFTY21DEC33900PE,BANKNIFTY,0,30-12-2021,33900,0.05,25,PE,NFO-OPT,NFO
31971,18401026,71879,BANKNIFTY21DEC34000CE,BANKNIFTY,0,30-12-2021,34000,0.05,25,CE,NFO-OPT,NFO
31972,18401282,71880,BANKNIFTY21DEC34000PE,BANKNIFTY,0,30-12-2021,34000,0.05,25,PE,NFO-OPT,NFO
31973,18401538,71881,BANKNIFTY21DEC34100CE,BANKNIFTY,0,30-12-2021,34100,0.05,25,CE,NFO-OPT,NFO
31974,18402818,71886,BANKNIFTY21DEC34100PE,BANKNIFTY,0,30-12-2021,34100,0.05,25,PE,NFO-OPT,NFO
31975,18403074,71887,BANKNIFTY21DEC34200CE,BANKNIFTY,0,30-12-2021,34200,0.05,25,CE,NFO-OPT,NFO
31976,18403330,71888,BANKNIFTY21DEC34200PE,BANKNIFTY,0,30-12-2021,34200,0.05,25,PE,NFO-OPT,NFO
31977,18403586,71889,BANKNIFTY21DEC34300CE,BANKNIFTY,0,30-12-2021,34300,0.05,25,CE,NFO-OPT,NFO
31978,18403842,71890,BANKNIFTY21DEC34300PE,BANKNIFTY,0,30-12-2021,34300,0.05,25,PE,NFO-OPT,NFO
31979,18404098,71891,BANKNIFTY21DEC34400CE,BANKNIFTY,0,30-12-2021,34400,0.05,25,CE,NFO-OPT,NFO
31980,18404354,71892,BANKNIFTY21DEC34400PE,BANKNIFTY,0,30-12-2021,34400,0.05,25,PE,NFO-OPT,NFO
31981,12550402,49025,BANKNIFTY21DEC34500CE,BANKNIFTY,0,30-12-2021,34500,0.05,25,CE,NFO-OPT,NFO
31982,12550658,49026,BANKNIFTY21DEC34500PE,BANKNIFTY,0,30-12-2021,34500,0.05,25,PE,NFO-OPT,NFO
31983,18404610,71893,BANKNIFTY21DEC34600CE,BANKNIFTY,0,30-12-2021,34600,0.05,25,CE,NFO-OPT,NFO
31984,18404866,71894,BANKNIFTY21DEC34600PE,BANKNIFTY,0,30-12-2021,34600,0.05,25,PE,NFO-OPT,NFO
31985,18405122,71895,BANKNIFTY21DEC34700CE,BANKNIFTY,0,30-12-2021,34700,0.05,25,CE,NFO-OPT,NFO
31986,18405378,71896,BANKNIFTY21DEC34700PE,BANKNIFTY,0,30-12-2021,34700,0.05,25,PE,NFO-OPT,NFO
31987,18405634,71897,BANKNIFTY21DEC34800CE,BANKNIFTY,0,30-12-2021,34800,0.05,25,CE,NFO-OPT,NFO
31988,18405890,71898,BANKNIFTY21DEC34800PE,BANKNIFTY,0,30-12-2021,34800,0.05,25,PE,NFO-OPT,NFO
31989,18406146,71899,BANKNIFTY21DEC34900CE,BANKNIFTY,0,30-12-2021,34900,0.05,25,CE,NFO-OPT,NFO
31990,18406402,71900,BANKNIFTY21DEC34900PE,BANKNIFTY,0,30-12-2021,34900,0.05,25,PE,NFO-OPT,NFO
31991,18406658,71901,BANKNIFTY21DEC35000CE,BANKNIFTY,0,30-12-2021,35000,0.05,25,CE,NFO-OPT,NFO
31992,18406914,71902,BANKNIFTY21DEC35000PE,BANKNIFTY,0,30-12-2021,35000,0.05,25,PE,NFO-OPT,NFO
31993,18407170,71903,BANKNIFTY21DEC35100CE,BANKNIFTY,0,30-12-2021,35100,0.05,25,CE,NFO-OPT,NFO
31994,18407426,71904,BANKNIFTY21DEC35100PE,BANKNIFTY,0,30-12-2021,35100,0.05,25,PE,NFO-OPT,NFO
31995,18407682,71905,BANKNIFTY21DEC35200CE,BANKNIFTY,0,30-12-2021,35200,0.05,25,CE,NFO-OPT,NFO
31996,18407938,71906,BANKNIFTY21DEC35200PE,BANKNIFTY,0,30-12-2021,35200,0.05,25,PE,NFO-OPT,NFO
31997,18408194,71907,BANKNIFTY21DEC35300CE,BANKNIFTY,0,30-12-2021,35300,0.05,25,CE,NFO-OPT,NFO
31998,18408450,71908,BANKNIFTY21DEC35300PE,BANKNIFTY,0,30-12-2021,35300,0.05,25,PE,NFO-OPT,NFO
31999,18408706,71909,BANKNIFTY21DEC35400CE,BANKNIFTY,0,30-12-2021,35400,0.05,25,CE,NFO-OPT,NFO
32000,18408962,71910,BANKNIFTY21DEC35400PE,BANKNIFTY,0,30-12-2021,35400,0.05,25,PE,NFO-OPT,NFO
32001,18409218,71911,BANKNIFTY21DEC35500CE,BANKNIFTY,0,30-12-2021,35500,0.05,25,CE,NFO-OPT,NFO
32002,18409474,71912,BANKNIFTY21DEC35500PE,BANKNIFTY,0,30-12-2021,35500,0.05,25,PE,NFO-OPT,NFO
32003,18409730,71913,BANKNIFTY21DEC35600CE,BANKNIFTY,0,30-12-2021,35600,0.05,25,CE,NFO-OPT,NFO
32004,18409986,71914,BANKNIFTY21DEC35600PE,BANKNIFTY,0,30-12-2021,35600,0.05,25,PE,NFO-OPT,NFO
32005,18410242,71915,BANKNIFTY21DEC35700CE,BANKNIFTY,0,30-12-2021,35700,0.05,25,CE,NFO-OPT,NFO
32006,18410498,71916,BANKNIFTY21DEC35700PE,BANKNIFTY,0,30-12-2021,35700,0.05,25,PE,NFO-OPT,NFO
32007,18410754,71917,BANKNIFTY21DEC35800CE,BANKNIFTY,0,30-12-2021,35800,0.05,25,CE,NFO-OPT,NFO
32008,18411010,71918,BANKNIFTY21DEC35800PE,BANKNIFTY,0,30-12-2021,35800,0.05,25,PE,NFO-OPT,NFO
32009,18411266,71919,BANKNIFTY21DEC35900CE,BANKNIFTY,0,30-12-2021,35900,0.05,25,CE,NFO-OPT,NFO
32010,18411522,71920,BANKNIFTY21DEC35900PE,BANKNIFTY,0,30-12-2021,35900,0.05,25,PE,NFO-OPT,NFO
32011,12550914,49027,BANKNIFTY21DEC36000CE,BANKNIFTY,0,30-12-2021,36000,0.05,25,CE,NFO-OPT,NFO
32012,12551170,49028,BANKNIFTY21DEC36000PE,BANKNIFTY,0,30-12-2021,36000,0.05,25,PE,NFO-OPT,NFO
32013,18411778,71921,BANKNIFTY21DEC36100CE,BANKNIFTY,0,30-12-2021,36100,0.05,25,CE,NFO-OPT,NFO
32014,18412034,71922,BANKNIFTY21DEC36100PE,BANKNIFTY,0,30-12-2021,36100,0.05,25,PE,NFO-OPT,NFO
32015,18412290,71923,BANKNIFTY21DEC36200CE,BANKNIFTY,0,30-12-2021,36200,0.05,25,CE,NFO-OPT,NFO
32016,18412546,71924,BANKNIFTY21DEC36200PE,BANKNIFTY,0,30-12-2021,36200,0.05,25,PE,NFO-OPT,NFO
32017,18412802,71925,BANKNIFTY21DEC36300CE,BANKNIFTY,0,30-12-2021,36300,0.05,25,CE,NFO-OPT,NFO
32018,18413058,71926,BANKNIFTY21DEC36300PE,BANKNIFTY,0,30-12-2021,36300,0.05,25,PE,NFO-OPT,NFO
32019,18413314,71927,BANKNIFTY21DEC36400CE,BANKNIFTY,0,30-12-2021,36400,0.05,25,CE,NFO-OPT,NFO
32020,18413570,71928,BANKNIFTY21DEC36400PE,BANKNIFTY,0,30-12-2021,36400,0.05,25,PE,NFO-OPT,NFO
32021,18413826,71929,BANKNIFTY21DEC36500CE,BANKNIFTY,0,30-12-2021,36500,0.05,25,CE,NFO-OPT,NFO
32022,18414082,71930,BANKNIFTY21DEC36500PE,BANKNIFTY,0,30-12-2021,36500,0.05,25,PE,NFO-OPT,NFO
32023,18414850,71933,BANKNIFTY21DEC36600CE,BANKNIFTY,0,30-12-2021,36600,0.05,25,CE,NFO-OPT,NFO
32024,18415106,71934,BANKNIFTY21DEC36600PE,BANKNIFTY,0,30-12-2021,36600,0.05,25,PE,NFO-OPT,NFO
32025,18415362,71935,BANKNIFTY21DEC36700CE,BANKNIFTY,0,30-12-2021,36700,0.05,25,CE,NFO-OPT,NFO
32026,18415618,71936,BANKNIFTY21DEC36700PE,BANKNIFTY,0,30-12-2021,36700,0.05,25,PE,NFO-OPT,NFO
32027,18415874,71937,BANKNIFTY21DEC36800CE,BANKNIFTY,0,30-12-2021,36800,0.05,25,CE,NFO-OPT,NFO
32028,18419458,71951,BANKNIFTY21DEC36800PE,BANKNIFTY,0,30-12-2021,36800,0.05,25,PE,NFO-OPT,NFO
32029,18419714,71952,BANKNIFTY21DEC36900CE,BANKNIFTY,0,30-12-2021,36900,0.05,25,CE,NFO-OPT,NFO
32030,18419970,71953,BANKNIFTY21DEC36900PE,BANKNIFTY,0,30-12-2021,36900,0.05,25,PE,NFO-OPT,NFO
32031,18420226,71954,BANKNIFTY21DEC37000CE,BANKNIFTY,0,30-12-2021,37000,0.05,25,CE,NFO-OPT,NFO
32032,18420482,71955,BANKNIFTY21DEC37000PE,BANKNIFTY,0,30-12-2021,37000,0.05,25,PE,NFO-OPT,NFO
32033,18420738,71956,BANKNIFTY21DEC37100CE,BANKNIFTY,0,30-12-2021,37100,0.05,25,CE,NFO-OPT,NFO
32034,18420994,71957,BANKNIFTY21DEC37100PE,BANKNIFTY,0,30-12-2021,37100,0.05,25,PE,NFO-OPT,NFO
32035,18421250,71958,BANKNIFTY21DEC37200CE,BANKNIFTY,0,30-12-2021,37200,0.05,25,CE,NFO-OPT,NFO
32036,18421506,71959,BANKNIFTY21DEC37200PE,BANKNIFTY,0,30-12-2021,37200,0.05,25,PE,NFO-OPT,NFO
32037,18421762,71960,BANKNIFTY21DEC37300CE,BANKNIFTY,0,30-12-2021,37300,0.05,25,CE,NFO-OPT,NFO
32038,18422018,71961,BANKNIFTY21DEC37300PE,BANKNIFTY,0,30-12-2021,37300,0.05,25,PE,NFO-OPT,NFO
32039,18422274,71962,BANKNIFTY21DEC37400CE,BANKNIFTY,0,30-12-2021,37400,0.05,25,CE,NFO-OPT,NFO
32040,18422530,71963,BANKNIFTY21DEC37400PE,BANKNIFTY,0,30-12-2021,37400,0.05,25,PE,NFO-OPT,NFO
32041,12551938,49031,BANKNIFTY21DEC37500CE,BANKNIFTY,0,30-12-2021,37500,0.05,25,CE,NFO-OPT,NFO
32042,12552194,49032,BANKNIFTY21DEC37500PE,BANKNIFTY,0,30-12-2021,37500,0.05,25,PE,NFO-OPT,NFO
32043,18422786,71964,BANKNIFTY21DEC37600CE,BANKNIFTY,0,30-12-2021,37600,0.05,25,CE,NFO-OPT,NFO
32044,18423042,71965,BANKNIFTY21DEC37600PE,BANKNIFTY,0,30-12-2021,37600,0.05,25,PE,NFO-OPT,NFO
32045,18423298,71966,BANKNIFTY21DEC37700CE,BANKNIFTY,0,30-12-2021,37700,0.05,25,CE,NFO-OPT,NFO
32046,18423554,71967,BANKNIFTY21DEC37700PE,BANKNIFTY,0,30-12-2021,37700,0.05,25,PE,NFO-OPT,NFO
32047,18423810,71968,BANKNIFTY21DEC37800CE,BANKNIFTY,0,30-12-2021,37800,0.05,25,CE,NFO-OPT,NFO
32048,18424066,71969,BANKNIFTY21DEC37800PE,BANKNIFTY,0,30-12-2021,37800,0.05,25,PE,NFO-OPT,NFO
